,0,1,2,3,4
931,8680,3,1,2007,135000
932,8800,3,10,2007,135000
933,9200,3,5,2007,135000
934,8800,5,7,2007,135000
935,11382,3,8,2007,135000
936,22002,3,7,2007,135000
937,12172,2,10,2007,135000
938,5000,2,4,2007,135000
939,3500,2,7,2007,144152
940,5175,2,7,2007,135000
941,9600,2,10,2007,135000
942,8668,4,5,2007,135000
943,10050,3,6,2007,135000
944,9600,3,5,2007,135000
945,8760,2,9,2007,135000
946,6860,3,12,2007,135000
947,8250,3,7,2007,135000
948,9100,3,6,2007,135000
949,9736,4,4,2007,135000
950,9770,2,4,2007,135000
951,12198,3,6,2007,135000
952,10050,3,8,2007,135000
953,11556,3,7,2007,135000
954,8078,4,12,2007,135000
955,10950,2,4,2007,135000
956,7942,3,6,2007,135000
957,8540,3,6,2007,135000
958,7150,4,8,2007,135000
959,8400,3,3,2007,135000
960,9532,3,2,2007,135000
961,15783,2,6,2007,135000
962,14190,3,4,2007,135000
963,12099,3,6,2007,135000
964,21281,4,11,2007,135000
965,10284,1,8,2007,135000
966,10800,3,7,2007,135000
967,10090,4,10,2007,135000
968,8700,3,2,2007,135000
969,8300,3,8,2007,135000
970,7200,3,11,2007,135000
971,7500,3,7,2007,135000
972,7315,3,3,2007,135000
973,7903,3,5,2007,135000
974,8000,3,11,2007,135000
975,7000,3,7,2007,135000
976,6600,2,12,2007,135000
977,6760,3,10,2007,135000
978,6978,2,4,2007,135000
979,6000,3,7,2007,135000
980,4480,2,2,2007,135000
981,3153,2,7,2007,130000
982,7200,2,5,2007,135000
983,9000,2,6,2007,135000
984,5925,3,5,2007,135000
985,9639,4,5,2007,135000
986,10337,3,5,2007,135000
987,9863,4,3,2007,135000
988,4571,3,6,2007,135000
989,8398,3,11,2007,135000
990,3600,3,7,2007,135000
991,13500,3,2,2007,135000
992,8626,2,5,2007,135000
993,11800,1,5,2007,135000
994,6854,1,8,2007,135000
995,8674,3,3,2007,135000
996,6125,3,3,2007,135000
997,6000,3,2,2007,135000
998,6120,2,7,2007,135000
999,6240,3,3,2007,135000
1000,6240,4,7,2007,135000
1001,6240,3,7,2007,135000
1002,6120,2,8,2007,135000
1003,7755,4,5,2007,135000
1004,8850,3,2,2007,135000
1005,8550,4,10,2007,135000
1006,5700,3,9,2007,135000
1007,5680,3,9,2007,135000
1008,5680,2,9,2007,135000
1009,13200,5,4,2007,135000
1010,9780,4,4,2007,135000
1011,10320,3,5,2007,135000
1012,4330,3,2,2007,135000
1013,10320,3,9,2007,135000
1014,12888,3,4,2007,135000
1015,4484,2,7,2007,135000
1016,11235,3,3,2007,135000
1017,11235,2,11,2007,135000
1018,14299,3,7,2007,135000
1019,14149,3,5,2007,135000
1020,11677,3,2,2007,135000
1021,8425,2,5,2007,135000
1022,8665,3,1,2007,135000
1023,8398,2,6,2007,135000
1024,8169,3,7,2007,135000
1025,14175,3,12,2007,135000
1026,16779,4,5,2007,135000
1027,6960,2,7,2007,135000
1028,11375,3,10,2007,135000
1029,13770,3,10,2007,135000
1030,9000,3,5,2007,135000
1031,11075,3,2,2007,135000
1032,17541,3,7,2007,135000
1033,22692,3,3,2007,135000
1034,17808,2,7,2007,135000
1035,12671,4,7,2007,135000
1036,10512,3,5,2007,135000
1037,5400,3,5,2007,135000
1038,11515,3,8,2007,135000
1039,3869,2,7,2007,135000
1040,9280,4,4,2007,135000
1041,11100,4,7,2007,135000
1042,7550,4,3,2007,135000
1043,23920,4,4,2007,135000
1044,9317,3,7,2007,135000
1045,9178,3,9,2007,135000
1046,10481,3,6,2007,135000
1047,10235,3,9,2007,135000
1048,11750,3,6,2007,135000
1049,8760,3,6,2007,135000
1050,7242,2,7,2007,135000
1051,9316,3,10,2007,135000
1052,8883,3,5,2007,135000
1053,20064,0,5,2007,135000
1054,14217,3,8,2007,135000
1055,10021,3,5,2007,135000
1056,8428,3,7,2007,135000
1057,16561,3,7,2007,135000
1058,10820,3,3,2007,135000
1059,12352,3,3,2007,135000
1060,9543,3,2,2007,135000
1061,8826,3,7,2007,135000
1062,11800,3,8,2007,135000
1063,8660,3,7,2007,135000
1064,9720,3,6,2007,135000
1065,8982,3,1,2007,135000
1066,16300,3,1,2007,135000
1067,9675,3,9,2007,135000
1068,7200,3,9,2007,135000
1069,7200,3,10,2007,135000
1070,11354,3,1,2007,135000
1071,8749,3,6,2007,135000
1072,8158,3,8,2007,135000
1073,11927,3,6,2007,135000
1074,12728,4,1,2007,135000
1075,15295,3,6,2007,135000
1076,17227,1,1,2007,135000
1077,8145,3,6,2007,135000
1078,8769,2,10,2007,135000
1079,8334,3,7,2007,135000
1080,8333,3,5,2007,135000
1081,9045,3,6,2007,135000
1082,9825,2,8,2007,135000
1083,8308,2,6,2007,135000
1084,16287,3,7,2007,135000
1085,8240,2,6,2007,135000
1086,6285,3,4,2007,135000
1087,9555,5,2,2007,135000
1088,7023,3,5,2007,135000
1089,39290,2,10,2007,135000
1090,3675,2,5,2007,135000
1091,6400,2,12,2007,135000
1092,6882,2,9,2007,135000
1093,8741,4,7,2007,135000
1094,10042,2,8,2007,135000
1095,8172,2,7,2007,135000
1096,8172,3,10,2007,135000
1097,10890,6,1,2007,135000
1098,7223,3,4,2007,135000
1099,6821,2,8,2007,135000
1100,4000,2,6,2007,135000
1101,6720,3,4,2007,135000
1102,7155,3,7,2007,135000
1103,7230,4,10,2007,135000
1104,13108,2,6,2007,135000
1105,7810,4,11,2007,135000
1106,6221,3,10,2007,135000
1107,25485,3,5,2007,135000
1108,21579,3,9,2007,135000
1109,1782,2,12,2007,118000
1110,17871,4,6,2007,135000
1111,3907,1,3,2007,135000
1112,20693,3,2,2007,135000
1113,18044,2,8,2007,135000
1114,7000,3,5,2007,135000
1115,7288,3,9,2007,135000
1116,9060,3,3,2007,135000
1117,3672,2,9,2007,135000
1118,11067,1,3,2007,135000
1119,8250,4,6,2007,135000
1120,6565,3,8,2007,135000
1121,6060,2,11,2007,135000
1122,5568,2,10,2007,135000
1123,12150,2,1,2007,135000
1124,10000,3,12,2007,135000
1125,12864,1,7,2007,135000
1126,9928,3,5,2007,135000
1127,8750,3,3,2007,135000
1128,8410,2,4,2007,135000
1129,4054,2,10,2007,135000
1130,19958,4,7,2007,135000
1131,8368,3,4,2007,135000
1132,8298,2,9,2007,135000
1133,10331,3,7,2007,135000
1134,6718,2,1,2007,135000
1135,11305,2,4,2007,135000
1136,7777,3,11,2007,135000
1137,11800,5,7,2007,135000
1138,12633,3,9,2007,135000
1139,43500,2,6,2007,135000
1140,6710,0,6,2007,135000
1141,1504,3,5,2007,118000
1142,1533,2,7,2007,118000
1143,1495,3,5,2007,118000
1144,1890,3,4,2007,118000
1145,9129,1,7,2007,135000
1146,15957,3,9,2007,135000
1147,33983,3,5,2007,135000
1148,8286,3,6,2007,135000
1149,6723,2,9,2007,135000
1150,27697,3,11,2007,135000
1151,11000,3,6,2007,135000
1152,11625,2,5,2007,135000
1153,10447,3,12,2007,135000
1154,11027,2,5,2006,135000
1155,10533,2,8,2006,135000
1156,11765,3,6,2006,135000
1157,39384,1,10,2006,135000
1158,11727,3,3,2006,135000
1159,8238,3,5,2006,135000
1160,13041,3,2,2006,135000
1161,9783,3,5,2006,135000
1162,13128,4,1,2006,135000
1163,13751,3,5,2006,135000
1164,13108,4,12,2006,135000
1165,8076,3,7,2006,135000
1166,3701,2,8,2006,135000
1167,16023,3,3,2006,135000
1168,18062,5,9,2006,135000
1169,12292,4,7,2006,135000
1170,16052,4,7,2006,135000
1171,15922,4,1,2006,135000
1172,8147,2,8,2006,135000
1173,18261,3,9,2006,135000
1174,10464,2,6,2006,135000
1175,10530,4,7,2006,135000
1176,9927,2,7,2006,135000
1177,9512,3,6,2006,135000
1178,10530,3,6,2006,135000
1179,10000,3,6,2006,135000
1180,7200,3,3,2006,135000
1181,8773,2,9,2006,135000
1182,2760,3,12,2006,155000
1183,2160,3,6,2006,118000
1184,1890,3,7,2006,118000
1185,1680,2,7,2006,118000
1186,1680,3,10,2006,118000
1187,4043,2,7,2006,135000
1188,7514,3,9,2006,135000
1189,2280,2,4,2006,118000
1190,2179,3,7,2006,118000
1191,16387,4,8,2006,135000
1192,16163,2,7,2006,135000
1193,12228,4,9,2006,135000
1194,14780,2,6,2006,135000
1195,13975,4,8,2006,135000
1196,9942,3,5,2006,135000
1197,12867,3,7,2006,135000
1198,10672,4,11,2006,135000
1199,11643,4,8,2006,135000
1200,13758,2,3,2006,135000
1201,14828,2,8,2006,135000
1202,13215,3,2,2006,135000
1203,5911,2,3,2006,135000
1204,7740,1,6,2006,135000
1205,6373,2,6,2006,135000
1206,10237,3,2,2006,135000
1207,10237,3,9,2006,135000
1208,11660,3,7,2006,135000
1209,11631,4,6,2006,135000
1210,9073,3,10,2006,135000
1211,3087,2,11,2006,130000
1212,2938,2,5,2006,130000
1213,3072,2,9,2006,130000
1214,3010,2,6,2006,130000
1215,9171,3,7,2006,135000
1216,8658,3,4,2006,135000
1217,12104,4,8,2006,135000
1218,9660,3,2,2006,135000
1219,9545,3,6,2006,135000
1220,9233,4,3,2006,135000
1221,10019,4,6,2006,135000
1222,17242,4,5,2006,135000
1223,10236,4,6,2006,135000
1224,12585,3,10,2006,135000
1225,12447,3,1,2006,135000
1226,15218,2,9,2006,135000
1227,10936,3,9,2006,135000
1228,8640,2,10,2006,135000
1229,13162,3,11,2006,135000
1230,8125,3,2,2006,135000
1231,7733,3,1,2006,135000
1232,11024,3,10,2006,135000
1233,13072,3,3,2006,135000
1234,7800,3,4,2006,135000
1235,7632,3,3,2006,135000
1236,8304,3,7,2006,135000
1237,9370,3,10,2006,135000
1238,7175,2,7,2006,135000
1239,7175,2,6,2006,135000
1240,9019,3,7,2006,135000
1241,9100,3,7,2006,135000
1242,8927,4,8,2006,135000
1243,9240,2,3,2006,135000
1244,9308,3,7,2006,135000
1245,8450,3,11,2006,135000
1246,8638,2,10,2006,135000
1247,13052,3,1,2006,135000
1248,8020,3,4,2006,135000
1249,8789,3,6,2006,135000
1250,14330,3,1,2006,135000
1251,11025,3,10,2006,135000
1252,3628,1,5,2006,135000
1253,2544,2,7,2006,118000
1254,2998,2,6,2006,130000
1255,4447,2,7,2006,135000
1256,8314,3,11,2006,135000
1257,7180,3,9,2006,135000
1258,13110,2,7,2006,135000
1259,10140,3,4,2006,135000
1260,9600,3,7,2006,135000
1261,8640,4,6,2006,135000
1262,9360,2,8,2006,135000
1263,8400,3,8,2006,135000
1264,9759,3,3,2006,135000
1265,9600,3,7,2006,135000
1266,8800,3,6,2006,135000
1267,10368,3,4,2006,135000
1268,9350,4,7,2006,135000
1269,10800,3,5,2006,135000
1270,8550,2,7,2006,135000
1271,9724,2,5,2006,135000
1272,9600,3,6,2006,135000
1273,10858,2,7,2006,135000
1274,9600,3,5,2006,135000
1275,9462,3,7,2006,135000
1276,9888,2,3,2006,135000
1277,8917,4,10,2006,135000
1278,12700,3,11,2006,135000
1279,9723,2,10,2006,135000
1280,8400,3,3,2006,135000
1281,9610,3,12,2006,135000
1282,10000,3,2,2006,135000
1283,10152,3,5,2006,135000
1284,8092,3,6,2006,135000
1285,12778,2,1,2006,135000
1286,10170,2,6,2006,135000
1287,7700,3,9,2006,135000
1288,11050,2,7,2006,135000
1289,13600,3,11,2006,135000
1290,15428,2,6,2006,135000
1291,21299,3,12,2006,135000
1292,13300,2,6,2006,135000
1293,22136,5,7,2006,135000
1294,7500,3,10,2006,135000
1295,10410,2,10,2006,135000
1296,10914,2,8,2006,135000
1297,7008,1,3,2006,135000
1298,7200,3,4,2006,135000
1299,10818,4,2,2006,135000
1300,10184,3,6,2006,135000
1301,9510,3,5,2006,135000
1302,10800,3,8,2006,135000
1303,11650,2,6,2006,135000
1304,18275,3,9,2006,135000
1305,12144,3,9,2006,135000
1306,8544,2,12,2006,135000
1307,8512,4,9,2006,135000
1308,7000,3,7,2006,135000
1309,7400,3,3,2006,135000
1310,7000,3,2,2006,135000
1311,7000,3,3,2006,135000
1312,9856,5,6,2006,135000
1313,9600,3,5,2006,135000
1314,5520,4,7,2006,135000
1315,9600,3,6,2006,135000
1316,6451,4,5,2006,135000
1317,3960,2,7,2006,135000
1318,7745,4,4,2006,135000
1319,7741,2,6,2006,135000
1320,5633,2,7,2006,135000
1321,7200,2,8,2006,135000
1322,7614,2,3,2006,135000
1323,6000,3,6,2006,135000
1324,6000,5,8,2006,135000
1325,7830,1,6,2006,135000
1326,9576,3,5,2006,135000
1327,5747,2,6,2006,135000
1328,6300,5,7,2006,135000
1329,5976,2,12,2006,135000
1330,9750,3,7,2006,135000
1331,4761,2,10,2006,135000
1332,11737,2,5,2006,135000
1333,6120,3,11,2006,135000
1334,6120,3,2,2006,135000
1335,11672,2,7,2006,135000
1336,33120,5,10,2006,135000
1337,10320,3,10,2006,135000
1338,7518,3,7,2006,135000
1339,9000,2,9,2006,135000
1340,7200,3,3,2006,135000
1341,12375,3,6,2006,135000
1342,11136,4,7,2006,135000
1343,21370,3,6,2006,135000
1344,8250,2,6,2006,135000
1345,5220,2,1,2006,135000
1346,5500,2,5,2006,135000
1347,11327,3,6,2006,135000
1348,10366,2,7,2006,135000
1349,9000,3,6,2006,135000
1350,9535,3,7,2006,135000
1351,7176,3,7,2006,135000
1352,9662,6,8,2006,135000
1353,8235,6,5,2006,135000
1354,17529,2,4,2006,135000
1355,20355,2,6,2006,135000
1356,13050,1,4,2006,135000
1357,10820,2,6,2006,135000
1358,1700,2,4,2006,118000
1359,9375,3,6,2006,135000
1360,6488,3,3,2006,135000
1361,19950,4,12,2006,135000
1362,19800,5,12,2006,135000
1363,11679,3,5,2006,135000
1364,12048,3,4,2006,135000
1365,10519,3,3,2006,135000
1366,9525,5,7,2006,135000
1367,12128,4,11,2006,135000
1368,9069,2,4,2006,135000
1369,11003,3,7,2006,135000
1370,7488,2,2,2006,135000
1371,13377,3,7,2006,135000
1372,11645,2,8,2006,135000
1373,10984,3,5,2006,135000
1374,9316,3,3,2006,135000
1375,9316,3,6,2006,135000
1376,12000,3,7,2006,135000
1377,13015,3,6,2006,135000
1378,12438,3,8,2006,135000
1379,8685,3,5,2006,135000
1380,9272,3,6,2006,135000
1381,13426,3,9,2006,135000
1382,8340,3,12,2006,135000
1383,10385,3,4,2006,135000
1384,7200,3,3,2006,135000
1385,9930,3,7,2006,135000
1386,9468,3,8,2006,135000
1387,11088,1,6,2006,135000
1388,8726,4,9,2006,135000
1389,10566,3,7,2006,135000
1390,21533,4,8,2006,135000
1391,11250,3,5,2006,135000
1392,11250,4,7,2006,135000
1393,4435,1,4,2006,135000
1394,8810,3,3,2006,135000
1395,8581,3,8,2006,135000
1396,8400,3,3,2006,135000
1397,8772,3,9,2006,135000
1398,8777,3,10,2006,135000
1399,7840,4,10,2006,135000
1400,16133,2,12,2006,135000
1401,7162,3,5,2006,135000
1402,8050,2,4,2006,135000
1403,11060,3,2,2006,135000
1404,3675,2,10,2006,135000
1405,2522,3,5,2006,118000
1406,6956,3,4,2006,135000
1407,7822,3,5,2006,135000
1408,8707,4,5,2006,135000
1409,16012,3,10,2006,135000
1410,8248,3,9,2006,135000
1411,8088,1,2,2006,135000
1412,11388,3,9,2006,135000
1413,10890,3,7,2006,135000
1414,6430,3,7,2006,135000
1415,7000,3,5,2006,135000
1416,4899,3,6,2006,135000
1417,9399,4,9,2006,135000
1418,10164,3,7,2006,135000
1419,6191,4,11,2006,135000
1420,21780,3,9,2006,135000
1421,12400,2,2,2006,135000
1422,8170,4,2,2006,135000
1423,12320,3,5,2006,135000
1424,14210,3,11,2006,135000
1425,15600,4,7,2006,135000
1426,7288,2,8,2006,135000
1427,7000,3,5,2006,135000
1428,8534,2,6,2006,135000
1429,7030,2,3,2006,135000
1430,9060,4,4,2006,135000
1431,12366,2,10,2006,135000
1432,9000,4,10,2006,135000
1433,8520,2,4,2006,135000
1434,5748,2,2,2006,135000
1435,3842,2,12,2006,135000
1436,23580,3,9,2006,135000
1437,8385,4,10,2006,135000
1438,9116,3,5,2006,135000
1439,11080,3,5,2006,135000
1440,50102,2,3,2006,135000
1441,8098,2,10,2006,135000
1442,13618,3,11,2006,135000
1443,11577,3,9,2006,135000
1444,31250,3,5,2006,135000
1445,7020,2,11,2006,135000
1446,2665,3,5,2006,118000
1447,10172,3,10,2006,135000
1448,11836,4,3,2006,135000
1449,1470,1,4,2006,118000
1450,1484,3,5,2006,118000
1451,13384,3,5,2006,135000
1452,1533,3,12,2006,118000
1453,1526,3,6,2006,118000
1454,1936,3,6,2006,118000
1455,1894,3,4,2006,118000
1456,20000,4,9,2006,135000
1457,10441,3,7,2006,135000
1458,9627,3,11,2006,135000
